artifact__201012172012.wav		artifact	prob£º	[0.0005374557222239673, 3.68929158867104e-06, 0.9994588494300842, 8.722556010809512e-09, 8.722556010809512e-09]
artifact__201105040918.wav		artifact	prob£º	[0.0, 0.0, 1.0, 0.0, 0.0]
artifact__201105041959.wav		artifact	prob£º	[0.0, 0.0, 1.0, 0.0, 0.0]
artifact__201105051017.wav		artifact	prob£º	[4.248840513338841e-18, 0.0, 1.0, 0.0, 0.0]
artifact__201105060108.wav		artifact	prob£º	[9.072280704458535e-10, 4.201364002857826e-23, 1.0, 4.201364002857826e-23, 4.2013643184021884e-23]
artifact__201105061143.wav		normal	prob£º	[0.9608690738677979, 9.965240980493173e-14, 0.03913089632987976, 9.965240980493173e-14, 5.139609983266513e-13]
artifact__201105190800.wav		artifact	prob£º	[3.702607339652053e-13, 0.0, 1.0, 0.0, 0.0]
artifact__201105280851.wav		artifact	prob£º	[4.8970182076057966e-11, 5.264491642099911e-13, 0.9999995231628418, 4.4347511096330325e-14, 4.4118021946815134e-07]
artifact__201106010559.wav		artifact	prob£º	[1.8263325868998738e-23, 0.0, 1.0, 0.0, 0.0]
artifact__201106010602.wav		artifact	prob£º	[0.0, 0.0, 1.0, 0.0, 0.0]
artifact__201106021541.wav		normal	prob£º	[0.9222102761268616, 5.368677471516765e-20, 0.0777897909283638, 5.368677471516765e-20, 9.135459586983211e-20]
artifact__201106030612.wav		artifact	prob£º	[1.085074354086492e-25, 0.0, 1.0, 0.0, 0.0]
artifact__201106031558.wav		artifact	prob£º	[0.013597271405160427, 1.4193835340847727e-05, 0.9863823652267456, 3.056367631870671e-06, 3.056367631870671e-06]
artifact__201106040722.wav		artifact	prob£º	[7.02230882736718e-24, 0.0, 1.0, 0.0, 0.0]
artifact__201106040933.wav		artifact	prob£º	[1.4065224604564719e-05, 2.5167477532260105e-22, 0.999985933303833, 2.5167477532260105e-22, 1.3335946795557344e-21]
artifact__201106041452.wav		artifact	prob£º	[2.397262255824179e-25, 0.0, 1.0, 0.0, 0.0]
artifact__201106050353.wav		artifact	prob£º	[1.8452854964758046e-20, 0.0, 1.0, 0.0, 0.0]
artifact__201106061233.wav		murmur	prob£º	[7.351621025009081e-05, 9.067228035064545e-08, 9.343458077637479e-05, 9.067228035064545e-08, 0.9998328685760498]
